date,indicator,warn_type
2017-06-01,rsi14_top_div,TOP
2017-06-02,rsi14_top_div,TOP
2017-06-12,sma5_10_cross,TOP
2017-06-29,sma5_10_cross,TOP
2017-06-30,macd_wk_hist,TOP
2017-07-19,rsi14_top_div,TOP
2017-07-20,rsi14_top_div,TOP
2017-07-21,rsi14_top_div,TOP
2017-07-24,rsi14_top_div,TOP
2017-07-26,rsi14_top_div,TOP
2017-08-01,sma5_10_cross,TOP
2017-08-10,sma5_10_cross,TOP
2017-08-31,rsi14_top_div,TOP
2017-09-12,rsi14_top_div,TOP
2017-09-13,rsi14_top_div,TOP
2017-09-22,sma5_10_cross,TOP
2017-10-24,sma5_10_cross,TOP
2017-11-15,sma5_10_cross,TOP
2017-11-21,rsi14_top_div,TOP
2017-11-22,rsi14_top_div,TOP
2017-11-24,rsi14_top_div,TOP
2017-11-28,rsi14_top_div,TOP
2017-12-04,sma5_10_cross,TOP
2017-12-15,rsi14_top_div,TOP
2017-12-28,sma5_10_cross,TOP
2018-02-02,sma5_10_cross,TOP
2018-02-05,dd52w_cross_6,TOP
2018-02-07,dd52w_cross_6,TOP
2018-03-06,sma5_10_cross,TOP
2018-03-09,rsi14_top_div,TOP
2018-03-12,rsi14_top_div,TOP
2018-03-19,sma5_10_cross,TOP
2018-03-22,dd52w_cross_6,TOP
2018-03-27,dd52w_cross_6,TOP
2018-04-20,dd52w_cross_6,TOP
2018-05-21,sma5_10_cross,TOP
2018-06-20,rsi14_top_div,TOP
2018-06-25,sma5_10_cross,TOP
2018-07-10,rsi14_top_div,TOP
2018-07-12,rsi14_top_div,TOP
2018-07-13,rsi14_top_div,TOP
2018-07-17,rsi14_top_div,TOP
2018-07-30,sma5_10_cross,TOP
2018-08-15,sma5_10_cross,TOP
2018-08-27,rsi14_top_div,TOP
2018-08-28,rsi14_top_div,TOP
2018-09-07,sma5_10_cross,TOP
2018-09-21,sma5_10_cross,TOP
2018-10-05,macd_wk_hist,TOP
2018-10-05,sma5_10_cross,TOP
2018-10-10,dd52w_cross_6,TOP
2018-10-11,close_x_sma200,TOP
2018-10-12,close_x_sma200,BOTTOM
2018-10-18,dd52w_cross_6,TOP
2018-10-24,close_x_sma200,TOP
2018-10-24,rsi14_bot_div,BOTTOM
2018-10-29,rsi14_bot_div,BOTTOM
2018-11-01,close_x_sma200,BOTTOM
2018-11-02,close_x_sma200,TOP
2018-11-05,sma5_10_cross,BOTTOM
2018-11-07,close_x_sma200,BOTTOM
2018-11-08,dd52w_cross_6,TOP
2018-11-09,close_x_sma200,TOP
2018-11-19,rsi14_bot_div,BOTTOM
2018-11-29,sma5_10_cross,BOTTOM
2018-11-30,wk10_40_cross,TOP
2018-12-17,rsi14_bot_div,BOTTOM
2018-12-19,sma200_slope_neg,TOP
2019-01-02,sma5_10_cross,BOTTOM
2019-02-15,close_x_sma200,BOTTOM
2019-02-21,close_x_sma200,TOP
2019-02-22,close_x_sma200,BOTTOM
2019-03-07,close_x_sma200,TOP
2019-03-11,close_x_sma200,BOTTOM
2019-03-11,rsi14_top_div,TOP
2019-03-28,sma5_10_cross,TOP
2019-03-29,wk10_40_cross,BOTTOM
2019-04-02,rsi14_top_div,TOP
2019-04-03,rsi14_top_div,TOP
2019-04-05,rsi14_top_div,TOP
2019-04-08,rsi14_top_div,TOP
2019-04-10,rsi14_top_div,TOP
2019-04-12,rsi14_top_div,TOP
2019-04-15,rsi14_top_div,TOP
2019-05-03,rsi14_top_div,TOP
2019-05-03,sma5_10_cross,TOP
2019-05-13,dd52w_cross_6,TOP
2019-05-23,dd52w_cross_6,TOP
2019-05-31,close_x_sma200,TOP
2019-06-04,close_x_sma200,BOTTOM
2019-06-05,sma200_slope_neg,TOP
2019-06-28,sma5_10_cross,TOP
2019-07-03,rsi14_top_div,TOP
2019-07-10,rsi14_top_div,TOP
2019-07-22,sma5_10_cross,TOP
2019-07-26,rsi14_top_div,TOP
2019-08-01,sma5_10_cross,TOP
2019-08-05,dd52w_cross_6,TOP
2019-08-09,macd_wk_hist,TOP
2019-08-14,dd52w_cross_6,TOP
2019-08-20,sma5_10_cross,TOP
2019-08-23,dd52w_cross_6,TOP
2019-09-23,sma5_10_cross,TOP
2019-10-25,rsi14_top_div,TOP
2019-12-05,sma5_10_cross,TOP
2019-12-12,rsi14_top_div,TOP
2019-12-13,rsi14_top_div,TOP
2019-12-16,rsi14_top_div,TOP
2019-12-17,rsi14_top_div,TOP
2019-12-18,rsi14_top_div,TOP
2020-01-08,rsi14_top_div,TOP
2020-01-13,rsi14_top_div,TOP
2020-01-29,sma5_10_cross,TOP
2020-02-04,rsi14_top_div,TOP
2020-02-05,rsi14_top_div,TOP
2020-02-06,rsi14_top_div,TOP
2020-02-10,rsi14_top_div,TOP
2020-02-11,rsi14_top_div,TOP
2020-02-12,rsi14_top_div,TOP
2020-02-14,rsi14_top_div,TOP
2020-02-18,rsi14_top_div,TOP
2020-02-24,dd52w_cross_6,TOP
2020-03-09,close_x_sma200,TOP
2020-03-10,close_x_sma200,BOTTOM
2020-03-11,close_x_sma200,TOP
2020-03-27,sma5_10_cross,BOTTOM
2020-04-08,close_x_sma200,BOTTOM
2020-04-24,wk10_40_cross,TOP
2020-05-12,dd52w_cross_6,TOP
2020-05-22,wk10_40_cross,BOTTOM
2020-06-05,rsi14_top_div,TOP
2020-06-08,rsi14_top_div,TOP
2020-06-09,rsi14_top_div,TOP
2020-06-17,sma5_10_cross,TOP
2020-06-22,rsi14_top_div,TOP
2020-06-23,rsi14_top_div,TOP
2020-06-30,sma5_10_cross,TOP
2020-07-01,rsi14_top_div,TOP
2020-07-02,rsi14_top_div,TOP
2020-07-06,rsi14_top_div,TOP
2020-07-17,sma5_10_cross,TOP
2020-07-27,sma5_10_cross,TOP
2020-08-03,rsi14_top_div,TOP
2020-08-04,rsi14_top_div,TOP
2020-08-05,rsi14_top_div,TOP
2020-08-13,sma5_10_cross,TOP
2020-08-20,rsi14_top_div,TOP
2020-09-04,dd52w_cross_6,TOP
2020-10-19,dd52w_cross_6,TOP
2020-10-21,dd52w_cross_6,TOP
2020-10-26,dd52w_cross_6,TOP
2020-11-10,dd52w_cross_6,TOP
2020-12-01,rsi14_top_div,TOP
2020-12-02,rsi14_top_div,TOP
2020-12-03,rsi14_top_div,TOP
2020-12-04,rsi14_top_div,TOP
2020-12-07,rsi14_top_div,TOP
2020-12-08,rsi14_top_div,TOP
2020-12-14,sma5_10_cross,TOP
2020-12-28,rsi14_top_div,TOP
2020-12-29,rsi14_top_div,TOP
2020-12-30,rsi14_top_div,TOP
2021-01-07,rsi14_top_div,TOP
2021-01-20,rsi14_top_div,TOP
2021-02-01,sma5_10_cross,TOP
2021-02-04,rsi14_top_div,TOP
2021-02-05,rsi14_top_div,TOP
2021-02-08,rsi14_top_div,TOP
2021-02-11,rsi14_top_div,TOP
2021-02-12,rsi14_top_div,TOP
2021-02-22,sma5_10_cross,TOP
2021-02-25,dd52w_cross_6,TOP
2021-02-26,macd_wk_hist,TOP
2021-03-03,dd52w_cross_6,TOP
2021-03-12,dd52w_cross_6,TOP
2021-03-18,dd52w_cross_6,TOP
2021-03-24,dd52w_cross_6,TOP
2021-04-22,sma5_10_cross,TOP
2021-04-28,sma5_10_cross,TOP
2021-04-30,macd_wk_hist,TOP
2021-05-04,sma5_10_cross,TOP
2021-05-12,dd52w_cross_6,TOP
2021-07-19,sma5_10_cross,TOP
2021-07-22,rsi14_top_div,TOP
2021-07-23,rsi14_top_div,TOP
2021-07-26,rsi14_top_div,TOP
2021-08-04,sma5_10_cross,TOP
2021-08-16,sma5_10_cross,TOP
2021-08-23,rsi14_top_div,TOP
2021-09-13,sma5_10_cross,TOP
2021-09-24,macd_wk_hist,TOP
2021-09-30,dd52w_cross_6,TOP
2021-10-04,dd52w_cross_6,TOP
2021-10-11,dd52w_cross_6,TOP
2021-10-28,rsi14_top_div,TOP
2021-11-15,sma5_10_cross,TOP
2021-11-18,rsi14_top_div,TOP
2021-11-19,rsi14_top_div,TOP
2021-11-29,sma5_10_cross,TOP
2021-12-03,macd_wk_hist,TOP
2021-12-17,macd_wk_hist,TOP
2021-12-17,sma5_10_cross,TOP
2022-01-05,sma5_10_cross,TOP
2022-01-13,dd52w_cross_6,TOP
2022-01-18,dd52w_cross_6,TOP
2022-01-20,close_x_sma200,TOP
2022-02-02,close_x_sma200,BOTTOM
2022-02-03,close_x_sma200,TOP
2022-02-09,close_x_sma200,BOTTOM
2022-02-10,close_x_sma200,TOP
2022-02-22,rsi14_bot_div,BOTTOM
2022-02-23,rsi14_bot_div,BOTTOM
2022-02-25,wk10_40_cross,TOP
2022-03-07,rsi14_bot_div,BOTTOM
2022-03-14,rsi14_bot_div,BOTTOM
2022-03-17,sma5_10_cross,BOTTOM
2022-03-29,close_x_sma200,BOTTOM
2022-03-30,close_x_sma200,TOP
2022-04-04,close_x_sma200,BOTTOM
2022-04-05,close_x_sma200,TOP
2022-04-25,sma200_slope_neg,TOP
2022-05-05,rsi14_bot_div,BOTTOM
2022-05-06,rsi14_bot_div,BOTTOM
2022-05-24,rsi14_bot_div,BOTTOM
2022-05-27,sma5_10_cross,BOTTOM
2022-06-24,sma5_10_cross,BOTTOM
2022-07-08,sma5_10_cross,BOTTOM
2022-07-20,sma5_10_cross,BOTTOM
2022-07-22,macd_wk_hist,BOTTOM
2022-10-06,sma5_10_cross,BOTTOM
2022-10-10,rsi14_bot_div,BOTTOM
2022-10-11,rsi14_bot_div,BOTTOM
2022-10-12,rsi14_bot_div,BOTTOM
2022-10-14,rsi14_bot_div,BOTTOM
2022-10-19,sma5_10_cross,BOTTOM
2022-11-03,rsi14_bot_div,BOTTOM
2022-11-11,macd_wk_hist,BOTTOM
2022-11-11,sma5_10_cross,BOTTOM
2023-01-06,sma5_10_cross,BOTTOM
2023-01-26,close_x_sma200,BOTTOM
2023-01-30,close_x_sma200,TOP
2023-01-31,close_x_sma200,BOTTOM
2023-03-10,close_x_sma200,TOP
2023-03-10,wk10_40_cross,BOTTOM
2023-03-13,close_x_sma200,BOTTOM
2023-03-29,rsi14_top_div,TOP
2023-03-30,rsi14_top_div,TOP
2023-03-31,rsi14_top_div,TOP
2023-04-25,dd52w_cross_6,TOP
2023-04-28,rsi14_top_div,TOP
2023-05-05,rsi14_top_div,TOP
2023-05-08,rsi14_top_div,TOP
2023-05-10,rsi14_top_div,TOP
2023-05-11,rsi14_top_div,TOP
2023-06-26,sma5_10_cross,TOP
2023-07-03,rsi14_top_div,TOP
2023-07-12,rsi14_top_div,TOP
2023-07-13,rsi14_top_div,TOP
2023-07-17,rsi14_top_div,TOP
2023-07-25,sma5_10_cross,TOP
2023-08-04,sma5_10_cross,TOP
2023-08-16,dd52w_cross_6,TOP
2023-08-18,macd_wk_hist,TOP
2023-08-24,dd52w_cross_6,TOP
2023-09-11,sma5_10_cross,TOP
2023-09-21,dd52w_cross_6,TOP
2023-10-19,dd52w_cross_6,TOP
2023-10-25,rsi14_bot_div,BOTTOM
2023-11-20,rsi14_top_div,TOP
2023-12-04,sma5_10_cross,TOP
2023-12-08,rsi14_top_div,TOP
2023-12-11,rsi14_top_div,TOP
2024-01-03,sma5_10_cross,TOP
2024-01-18,rsi14_top_div,TOP
2024-02-01,sma5_10_cross,TOP
2024-02-02,rsi14_top_div,TOP
2024-02-05,sma5_10_cross,TOP
2024-02-07,rsi14_top_div,TOP
2024-02-08,rsi14_top_div,TOP
2024-02-09,rsi14_top_div,TOP
2024-02-20,sma5_10_cross,TOP
2024-02-22,rsi14_top_div,TOP
2024-02-29,rsi14_top_div,TOP
2024-03-01,rsi14_top_div,TOP
2024-03-11,sma5_10_cross,TOP
2024-03-14,sma5_10_cross,TOP
2024-03-21,rsi14_top_div,TOP
2024-03-22,rsi14_top_div,TOP
2024-04-02,sma5_10_cross,TOP
2024-04-05,macd_wk_hist,TOP
2024-04-15,sma5_10_cross,TOP
2024-04-19,dd52w_cross_6,TOP
2024-06-03,sma5_10_cross,TOP
2024-06-26,sma5_10_cross,TOP
2024-07-02,rsi14_top_div,TOP
2024-07-03,rsi14_top_div,TOP
2024-07-05,rsi14_top_div,TOP
2024-07-08,rsi14_top_div,TOP
2024-07-09,rsi14_top_div,TOP
2024-07-17,sma5_10_cross,TOP
2024-07-24,dd52w_cross_6,TOP
2024-07-26,macd_wk_hist,TOP
2024-08-28,dd52w_cross_6,TOP
2024-09-03,dd52w_cross_6,TOP
2024-09-16,dd52w_cross_6,TOP
2024-10-03,sma5_10_cross,TOP
2024-10-21,sma5_10_cross,TOP
2024-10-29,rsi14_top_div,TOP
2024-11-01,sma5_10_cross,TOP
2024-11-06,rsi14_top_div,TOP
2024-11-18,sma5_10_cross,TOP
2024-12-02,rsi14_top_div,TOP
2024-12-03,rsi14_top_div,TOP
2024-12-20,sma5_10_cross,TOP
2025-01-10,macd_wk_hist,TOP
2025-01-14,dd52w_cross_6,TOP
2025-01-30,sma5_10_cross,TOP
2025-02-14,rsi14_top_div,TOP
2025-02-18,rsi14_top_div,TOP
2025-02-19,rsi14_top_div,TOP
2025-02-25,sma5_10_cross,TOP
2025-02-27,dd52w_cross_6,TOP
2025-03-03,dd52w_cross_6,TOP
2025-03-06,close_x_sma200,TOP
2025-04-03,rsi14_bot_div,BOTTOM
2025-04-11,sma200_slope_neg,TOP
2025-04-11,wk10_40_cross,TOP
2025-04-15,sma5_10_cross,BOTTOM
2025-05-12,close_x_sma200,BOTTOM
2025-06-20,sma5_10_cross,TOP
2025-06-20,wk10_40_cross,BOTTOM
2025-06-25,rsi14_top_div,TOP
2025-07-15,rsi14_top_div,TOP
2025-07-16,rsi14_top_div,TOP
2025-08-04,sma5_10_cross,TOP
2025-08-07,rsi14_top_div,TOP
2025-08-08,rsi14_top_div,TOP
2025-08-12,rsi14_top_div,TOP
2025-08-13,rsi14_top_div,TOP
2025-08-20,sma5_10_cross,TOP
2025-09-05,sma5_10_cross,TOP
2025-09-10,rsi14_top_div,TOP
2025-09-11,rsi14_top_div,TOP
2025-09-12,rsi14_top_div,TOP
2025-10-06,rsi14_top_div,TOP
2025-10-08,rsi14_top_div,TOP
2025-10-13,sma5_10_cross,TOP
2025-10-20,rsi14_top_div,TOP
2025-10-24,rsi14_top_div,TOP
2025-10-27,rsi14_top_div,TOP
2025-11-06,sma5_10_cross,TOP
2025-11-18,dd52w_cross_6,TOP
2025-11-20,dd52w_cross_6,TOP
2025-11-21,macd_wk_hist,TOP
2025-12-15,sma5_10_cross,TOP
2026-01-05,sma5_10_cross,TOP
2026-01-20,sma5_10_cross,TOP
2026-02-04,sma5_10_cross,TOP
2026-02-05,dd52w_cross_6,TOP
2026-03-04,sma5_10_cross,TOP
2026-03-12,dd52w_cross_6,TOP
2026-03-18,dd52w_cross_6,TOP
2026-03-20,close_x_sma200,TOP
2026-04-08,close_x_sma200,BOTTOM
2026-04-10,wk10_40_cross,TOP
2026-04-17,wk10_40_cross,BOTTOM
2026-05-21,sma5_10_cross,TOP
2026-05-26,rsi14_top_div,TOP
2026-05-28,rsi14_top_div,TOP
2026-05-29,rsi14_top_div,TOP
2026-06-01,rsi14_top_div,TOP
2026-06-08,sma5_10_cross,TOP
2026-06-10,dd52w_cross_6,TOP
2026-06-25,sma5_10_cross,TOP
2026-07-08,sma5_10_cross,TOP
