ym,equity,in_mkt
1976-07,0.9986,True
1976-08,1.02366486,True
1976-09,1.003089196314,True
1976-10,1.003089196314,False
1976-11,1.003089196314,False
1976-12,0.9660752049700134,True
1977-01,0.9507146092109903,True
1977-02,0.9507146092109903,False
1977-03,0.9507146092109903,False
1977-04,0.9507146092109903,False
1977-05,0.9507146092109903,False
1977-06,0.9507146092109903,False
1977-07,0.9507146092109903,False
1977-08,0.9507146092109903,False
1977-09,0.9507146092109903,False
1977-10,0.9507146092109903,False
1977-11,0.9507146092109903,False
1977-12,0.9507146092109903,False
1978-01,0.9507146092109903,False
1978-02,0.9507146092109903,False
1978-03,0.9507146092109903,False
1978-04,0.9722958308400796,True
1978-05,0.9611144287854188,True
1978-06,0.9611144287854188,False
1978-07,1.00253846066607,True
1978-08,0.9944178991346749,True
1978-09,0.882744769061851,True
1978-10,0.882744769061851,False
1978-11,0.882744769061851,False
1978-12,0.882744769061851,False
1979-01,0.882744769061851,False
1979-02,0.882744769061851,False
1979-03,0.882744769061851,False
1979-04,0.882744769061851,False
1979-05,0.882744769061851,False
1979-06,0.882744769061851,False
1979-07,0.882744769061851,False
1979-08,0.882744769061851,False
1979-09,0.882744769061851,False
1979-10,0.882744769061851,False
1979-11,0.882744769061851,False
1979-12,0.882744769061851,False
1980-01,0.882744769061851,False
1980-02,0.882744769061851,False
1980-03,0.882744769061851,False
1980-04,0.882744769061851,False
1980-05,0.882744769061851,False
1980-06,0.882744769061851,False
1980-07,0.882744769061851,False
1980-08,0.882744769061851,False
1980-09,0.882744769061851,False
1980-10,0.882744769061851,False
1980-11,0.882744769061851,False
1980-12,0.882744769061851,False
1981-01,0.882744769061851,False
1981-02,0.882744769061851,False
1981-03,0.882744769061851,False
1981-04,0.882744769061851,False
1981-05,0.882744769061851,False
1981-06,0.882744769061851,False
1981-07,0.882744769061851,False
1981-08,0.882744769061851,False
1981-09,0.882744769061851,False
1981-10,0.882744769061851,False
1981-11,0.882744769061851,False
1981-12,0.882744769061851,False
1982-01,0.882744769061851,False
1982-02,0.882744769061851,False
1982-03,0.882744769061851,False
1982-04,0.882744769061851,False
1982-05,0.882744769061851,False
1982-06,0.882744769061851,False
1982-07,0.882744769061851,False
1982-08,0.882744769061851,False
1982-09,0.882744769061851,False
1982-10,0.929530241822129,True
1982-11,0.940870510772359,True
1982-12,0.9812338556844931,True
1983-01,1.0127314624519652,True
1983-02,1.047670697906558,True
1983-03,1.047670697906558,False
1983-04,1.047670697906558,False
1983-05,1.047670697906558,False
1983-06,1.047670697906558,False
1983-07,1.050394641721115,True
1983-08,1.0679362322378576,True
1983-09,1.039315541213883,True
1983-10,1.0690399656926,True
1983-11,1.0578150460528277,True
1983-12,1.0578150460528277,False
1984-01,1.0578150460528277,False
1984-02,1.0578150460528277,False
1984-03,1.0578150460528277,False
1984-04,1.0578150460528277,False
1984-05,1.0578150460528277,False
1984-06,1.0578150460528277,False
1984-07,1.0578150460528277,False
1984-08,1.0578150460528277,False
1984-09,1.0578150460528277,False
1984-10,1.0469195510784837,True
1984-11,1.07288315594523,True
1984-12,1.165580260618898,True
1985-01,1.1865607053100382,True
1985-02,1.1839502717583563,True
1985-03,1.1811087911061364,True
1985-04,1.2490225465947393,True
1985-05,1.2717547569427636,True
1985-06,1.2702286512344323,True
1985-07,1.2642585765736305,True
1985-08,1.2144467886566295,True
1985-09,1.2144467886566295,False
1985-10,1.3005510659723845,True
1985-11,1.3594660292609333,True
1985-12,1.3759155682149906,True
1986-01,1.4813107007402588,True
1986-02,1.562486527140825,True
1986-03,1.5501428835764124,True
1986-04,1.629355184927167,True
1986-05,1.6546101902935382,True
1986-06,1.5564918060091313,True
1986-07,1.6581307209415275,True
1986-08,1.5229930671847929,True
1986-09,1.5229930671847929,False
1986-10,1.5467517590328757,True
1986-11,1.5037520601317615,True
1986-12,1.5037520601317615,False
1987-01,1.5762329094301122,True
1987-02,1.6094914238190874,True
1987-03,1.5826129170413086,True
1987-04,1.5903677203348108,True
1987-05,1.5903677203348108,False
1987-06,1.658912569081241,True
1987-07,1.7251031805875825,True
1987-08,1.6881859725230084,True
1987-09,1.3059806683437993,True
1987-10,1.3059806683437993,False
1987-11,1.3059806683437993,False
1987-12,1.3059806683437993,False
1988-01,1.3059806683437993,False
1988-02,1.3059806683437993,False
1988-03,1.3059806683437993,False
1988-04,1.3059806683437993,False
1988-05,1.3059806683437993,False
1988-06,1.3059806683437993,False
1988-07,1.3059806683437993,False
1988-08,1.3059806683437993,False
1988-09,1.3059806683437993,False
1988-10,1.283517800848286,True
1988-11,1.3107283782262698,True
1988-12,1.3978918153783166,True
1989-01,1.3978918153783166,False
1989-02,1.3978918153783166,False
1989-03,1.4677864061472325,True
1989-04,1.5285527633617282,True
1989-05,1.518770025676213,True
1989-06,1.638752857704634,True
1989-07,1.6744776700025947,True
1989-08,1.6726357445655922,True
1989-09,1.6226239358030812,True
1989-10,1.6505330674988943,True
1989-11,1.6797475027936248,True
1989-12,1.5574618845902493,True
1990-01,1.5574618845902493,False
1990-02,1.5959311931396283,True
1990-03,1.5533198302828002,True
1990-04,1.5533198302828002,False
1990-05,1.5461745590634992,True
1990-06,1.5273112294429247,True
1990-07,1.3823693937687913,True
1990-08,1.3823693937687913,False
1990-09,1.3823693937687913,False
1990-10,1.3823693937687913,False
1990-11,1.3823693937687913,False
1990-12,1.3823693937687913,False
1991-01,1.4883971262708575,True
1991-02,1.534388597472627,True
1991-03,1.5382245689663085,True
1991-04,1.6015994212077203,True
1991-05,1.5292071273691312,True
1991-06,1.6015386244936909,True
1991-07,1.6460613982546155,True
1991-08,1.6274609044543384,True
1991-09,1.6552904859205075,True
1991-10,1.5923894474555282,True
1991-11,1.7710555434600386,True
1991-12,1.7666279046013886,True
1992-01,1.7908307068944278,True
1992-02,1.749283434494477,True
1992-03,1.7735984742339503,True
1992-04,1.7838853453845074,True
1992-05,1.7478508614077404,True
1992-06,1.8191631765531762,True
1992-07,1.780596917210249,True
1992-08,1.8064155725097975,True
1992-09,1.8289957671661699,True
1992-10,1.908739982614615,True
1992-11,1.9432881762999394,True
1992-12,1.9658303191450188,True
1993-01,1.972514142230112,True
1993-02,2.02281325285698,True
1993-03,1.965972200451699,True
1993-04,2.0271139358857466,True
1993-05,2.0384657739267067,True
1993-06,2.03642730815278,True
1993-07,2.11706982955563,True
1993-08,2.120033727317008,True
1993-09,2.154590277072275,True
1993-10,2.1192549965282903,True
1993-11,2.159096990463022,True
1993-12,2.226460816565468,True
1994-01,2.174361633457836,True
1994-02,2.076297923788888,True
1994-03,2.076297923788888,False
1994-04,2.0947769753106087,True
1994-05,2.0947769753106087,False
1994-06,2.0947769753106087,False
1994-07,2.0947769753106087,False
1994-08,2.054138301989583,True
1994-09,2.054138301989583,False
1994-10,1.9787514263065655,True
1994-11,1.9787514263065655,False
1994-12,1.9787514263065655,False
1995-01,2.0584951087867203,True
1995-02,2.1130452291695683,True
1995-03,2.1669278825133924,True
1995-04,2.241470201671853,True
1995-05,2.312973101105185,True
1995-06,2.4094240794212713,True
1995-07,2.4340002050313685,True
1995-08,2.5260054127815543,True
1995-09,2.499482355947348,True
1995-10,2.608959683137842,True
1995-11,2.6486158703215374,True
1995-12,2.719863637233187,True
1996-01,2.7666452917935977,True
1996-02,2.797631719061686,True
1996-03,2.8681320383820403,True
1996-04,2.947866109049061,True
1996-05,2.926051899842099,True
1996-06,2.764533834970815,True
1996-07,2.852446010922887,True
1996-08,3.007904318518184,True
1996-09,3.0464054937952167,True
1996-10,3.249296099681978,True
1996-11,3.2090048280459214,True
1996-12,3.383253790208815,True
1997-01,3.379870536418607,True
1997-02,3.224734478796993,True
1997-03,3.3688801099992185,True
1997-04,3.612450141952162,True
1997-05,3.7739266632974235,True
1997-06,4.066783372369303,True
1997-07,3.9146856742426914,True
1997-08,4.141345974781344,True
1997-09,4.001368480833734,True
1997-10,4.136214598637831,True
1997-11,4.210666461413312,True
1997-12,4.235088326889509,True
1998-01,4.549755389577399,True
1998-02,4.784067792140635,True
1998-03,4.839562978529467,True
1998-04,4.710346647002731,True
1998-05,4.879448091630129,True
1998-06,4.778931460942549,True
1998-07,4.0310286873050405,True
1998-08,4.0310286873050405,False
1998-09,4.0310286873050405,False
1998-10,4.289417626161293,True
1998-11,4.569945538912241,True
1998-12,4.7458884421603615,True
1999-01,4.56886680326778,True
1999-02,4.74613883523457,True
1999-03,4.969207360490594,True
1999-04,4.863860164448194,True
1999-05,5.1153217349501645,True
1999-06,4.957258293340204,True
1999-07,4.908181436236137,True
1999-08,4.7894034454792225,True
1999-09,5.1016725501244675,True
1999-10,5.291964936244111,True
1999-11,5.7237892750416295,True
