entry,exit,ret
1976-07,1978-01,-0.018972008788227912
1978-04,1979-10,0.16739682911577303
1982-10,1984-02,0.23784261324853384
1984-10,1987-10,0.6013038457805804
1988-10,2000-11,4.855635034794749
2003-05,2008-02,0.5594999124181013
2009-08,2016-01,1.149984940298316
2016-06,2020-03,0.4480366156811
2020-06,2022-04,0.3327559679900929
2023-08,2026-07(open),0.8086188611555896
